"country_name","country_code","region","development_level","least_developed_country","government_support","grounds","flexibility_score","year"
"Estonia",233,"Europe","More dev. region","No","Indirect support","1,2,3,4,5,6,7",7,"2011"
"Ethiopia",231,"Africa","Less dev. region","Yes","Direct support","1,2,3,4,5",5,"2011"
"Fiji",242,"Oceania","Less dev. region","No","Direct support","1,2,3,4,5,6",6,"2011"
"Finland",246,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6",6,"2011"
"France",250,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2011"
"Gabon",266,"Africa","Less dev. region","No","Direct support","1",1,"2011"
"Gambia",270,"Africa","Less dev. region","Yes","Direct support","1,2,3",3,"2011"
"Georgia",268,"Asia","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2011"
"Germany",276,"Europe","More dev. region","No","No support","1,2,3,4,5,6,7",7,"2011"
"Ghana",288,"Africa","Less dev. region","No","Direct support","1,2,3,4,5",5,"2011"
"Greece",300,"Europe","More dev. region","No","No support","1,2,3,4,5,6,7",7,"2011"
"Grenada",308,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,3",3,"2011"
"Guatemala",320,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1",1,"2011"
"Guinea",324,"Africa","Less dev. region","Yes","Direct support","1,2,3,4,5",5,"2011"
"Guinea-Bissau",624,"Africa","Less dev. region","Yes","Direct support","1",1,"2011"
"Guyana",328,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2011"
"Haiti",332,"Latin Amer. & Caribbean","Less dev. region","Yes","Direct support","1",1,"2011"
"Holy See",336,"Europe","More dev. region","No","Not permitted","Not permitted",0,"2011"
"Honduras",340,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1",1,"2011"
"Hungary",348,"Europe","More dev. region","No","Indirect support","1,2,3,4,5,6,7",7,"2011"
"Iceland",352,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6",6,"2011"
"India",356,"Asia","Less dev. region","No","Direct support","1,2,3,4,5,6",6,"2011"
"Indonesia",360,"Asia","Less dev. region","No","Direct support","1,4",2,"2011"
"Iran (Islamic Republic of)",364,"Asia","Less dev. region","No","No support","1",1,"2011"
"Iraq",368,"Asia","Less dev. region","No","Direct support","1",1,"2011"
"Ireland",372,"Europe","More dev. region","No","Direct support","1",1,"2011"
"Israel",376,"Asia","Less dev. region","No","Indirect support","1,2,3,4,5",5,"2011"
"Italy",380,"Europe","More dev. region","No","Indirect support","1,2,3,4,5,6,7",7,"2011"
"Jamaica",388,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,3",3,"2011"
"Japan",392,"Asia","More dev. region","No","Indirect support","1,2,4,6",4,"2011"
"Jordan",400,"Asia","Less dev. region","No","Direct support","1,2,3,5",4,"2011"
"Kazakhstan",398,"Asia","Less dev. region","No","Indirect support","1,2,3,4,5,6,7",7,"2011"
"Kenya",404,"Africa","Less dev. region","No","Direct support","1,2,3",3,"2011"
"Kiribati",296,"Oceania","Less dev. region","Yes","Direct support","1",1,"2011"
"Kuwait",414,"Asia","Less dev. region","No","Direct support","1,2,3,5",4,"2011"
"Kyrgyzstan",417,"Asia","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2011"
"Lao People's Democratic Republic",418,"Asia","Less dev. region","Yes","Direct support","1,2",2,"2011"
"Latvia",428,"Europe","More dev. region","No","No support","1,2,3,4,5,6,7",7,"2011"
"Lebanon",422,"Asia","Less dev. region","No","Direct support","1",1,"2011"
"Lesotho",426,"Africa","Less dev. region","Yes","Direct support","1",1,"2011"
"Liberia",430,"Africa","Less dev. region","Yes","Direct support","1,2,3,4,5",5,"2011"
"Libya",434,"Africa","Less dev. region","No","No support","1",1,"2011"
"Liechtenstein",438,"Europe","More dev. region","No","No support","1,2,3",3,"2011"
"Lithuania",440,"Europe","More dev. region","No","Indirect support","1,2,3,4,5,6,7",7,"2011"
"Luxembourg",442,"Europe","More dev. region","No","Indirect support","1,2,3,4,5,6",6,"2011"
"Madagascar",450,"Africa","Less dev. region","Yes","Direct support","1",1,"2011"
"Malawi",454,"Africa","Less dev. region","Yes","Direct support","1",1,"2011"
"Malaysia",458,"Asia","Less dev. region","No","Direct support","1,2,3",3,"2011"
"Maldives",462,"Asia","Less dev. region","No","Direct support","1,2",2,"2011"
"Mali",466,"Africa","Less dev. region","Yes","Direct support","1,4",2,"2011"
"Malta",470,"Europe","More dev. region","No","No support","Not permitted",0,"2011"
"Marshall Islands",584,"Oceania","Less dev. region","No","Direct support","1",1,"2011"
"Mauritania",478,"Africa","Less dev. region","Yes","Direct support","1",1,"2011"
"Mauritius",480,"Africa","Less dev. region","No","Direct support","1",1,"2011"
"Mexico",484,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2011"
"Micronesia (Federated States of)",583,"Oceania","Less dev. region","No","Direct support","1",1,"2011"
"Monaco",492,"Europe","More dev. region","No","No support","1,4,5",3,"2011"
"Mongolia",496,"Asia","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2011"
"Montenegro",499,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2011"
"Morocco",504,"Africa","Less dev. region","No","Direct support","1,2,3",3,"2011"
"Mozambique",508,"Africa","Less dev. region","Yes","Direct support","1,2,3",3,"2011"
"Myanmar",104,"Asia","Less dev. region","Yes","Direct support","1",1,"2011"
"Namibia",516,"Africa","Less dev. region","No","Direct support","1,2,3,4,5",5,"2011"
"Nauru",520,"Oceania","Less dev. region","No","Direct support","1,2,3",3,"2011"
"Nepal",524,"Asia","Less dev. region","Yes","Direct support","1,2,3,4,5,6,7",7,"2011"
"Netherlands",528,"Europe","More dev. region","No","Indirect support","1,2,3,4,5,6,7",7,"2011"
"New Zealand",554,"Oceania","More dev. region","No","Direct support","1,2,3,4,5",5,"2011"
"Nicaragua",558,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","Not permitted",0,"2011"
"Niger",562,"Africa","Less dev. region","Yes","Direct support","1,2,3,5",4,"2011"
"Nigeria",566,"Africa","Less dev. region","No","Direct support","1,2,3",3,"2011"
"Niue",570,"Oceania","Less dev. region","No","Direct support","1,2,3",3,"2011"
"Norway",578,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2011"
"Oman",512,"Asia","Less dev. region","No","Direct support","1,5",2,"2011"
"Pakistan",586,"Asia","Less dev. region","No","Direct support","1,2,3",3,"2011"
"Palau",585,"Oceania","Less dev. region","No","Direct support","1",1,"2011"
"Panama",591,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,4,5",3,"2011"
"Papua New Guinea",598,"Oceania","Less dev. region","No","Direct support","1",1,"2011"
"Paraguay",600,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1",1,"2011"
"Peru",604,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,3",3,"2011"
"Philippines",608,"Asia","Less dev. region","No","Direct support","1",1,"2011"
"Poland",616,"Europe","More dev. region","No","No support","1,2,3,4,5",5,"2011"
"Portugal",620,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2011"
"Qatar",634,"Asia","Less dev. region","No","No support","1,2,3,5",4,"2011"
"Republic of Korea",410,"Asia","Less dev. region","No","Direct support","1,2,3,4,5",5,"2011"
"Republic of Moldova",498,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2011"
"Romania",642,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2011"
"Russian Federation",643,"Europe","More dev. region","No","Indirect support","1,2,3,4,5,6,7",7,"2011"
"Rwanda",646,"Africa","Less dev. region","Yes","Direct support","1,2,3",3,"2011"
"Saint Kitts and Nevis",659,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,3,4",4,"2011"
"Saint Lucia",662,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,3,4",4,"2011"
"Saint Vincent and the Grenadines",670,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,3,4,5,6",6,"2011"
"Samoa",882,"Oceania","Less dev. region","Yes","Direct support","1,2,3",3,"2011"
"San Marino",674,"Europe","More dev. region","No","No support","1",1,"2011"
"Sao Tome and Principe",678,"Africa","Less dev. region","Yes","Direct support","1",1,"2011"
"Saudi Arabia",682,"Asia","Less dev. region","No","No support","1,2,3",3,"2011"
"Senegal",686,"Africa","Less dev. region","Yes","Direct support","1",1,"2011"
"Serbia",688,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2011"
"Seychelles",690,"Africa","Less dev. region","No","Direct support","1,2,3,4,5",5,"2011"
"Sierra Leone",694,"Africa","Less dev. region","Yes","Direct support","1,2,3",3,"2011"
"Singapore",702,"Asia","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2011"
"Slovakia",703,"Europe","More dev. region","No","No support","1,2,3,4,5,6,7",7,"2011"
"Slovenia",705,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2011"
"Solomon Islands",90,"Oceania","Less dev. region","Yes","Direct support","1",1,"2011"
"Somalia",706,"Africa","Less dev. region","Yes","Indirect support","1",1,"2011"
"South Africa",710,"Africa","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2011"
"South Sudan",728,"Africa","Less dev. region","Yes","Direct support","No data available",NA,"2011"
"Spain",724,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2011"
"Sri Lanka",144,"Asia","Less dev. region","No","Direct support","1",1,"2011"
"Sudan",729,"Africa","Less dev. region","Yes","Direct support","1,4,5",3,"2011"
"Suriname",740,"Latin Amer. & Caribbean","Less dev. region","No","Indirect support","1",1,"2011"
"Swaziland",748,"Africa","Less dev. region","No","Direct support","1,2,3,5",4,"2011"
"Sweden",752,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2011"
"Switzerland",756,"Europe","More dev. region","No","No support","1,2,3,4,5,6,7",7,"2011"
"Syrian Arab Republic",760,"Asia","Less dev. region","No","Direct support","1",1,"2011"
"Tajikistan",762,"Asia","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2011"
"Thailand",764,"Asia","Less dev. region","No","Direct support","1,2,3,4,5",5,"2011"
"The former Yugoslav Rep. of Macedonia",807,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2011"
"Timor-Leste",626,"Asia","Less dev. region","Yes","Direct support","1",1,"2011"
"Togo",768,"Africa","Less dev. region","Yes","Direct support","1,2,4,5",4,"2011"
"Tonga",776,"Oceania","Less dev. region","No","Direct support","1",1,"2011"
"Trinidad and Tobago",780,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,3",3,"2011"
"Tunisia",788,"Africa","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2011"
"Turkey",792,"Asia","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2011"
"Turkmenistan",795,"Asia","Less dev. region","No","Indirect support","1,2,3,4,5,6,7",7,"2011"
"Tuvalu",798,"Oceania","Less dev. region","Yes","Direct support","1",1,"2011"
"Uganda",800,"Africa","Less dev. region","Yes","Direct support","1,2,3",3,"2011"
"Ukraine",804,"Europe","More dev. region","No","Indirect support","1,2,3,4,5,6,7",7,"2011"
"United Arab Emirates",784,"Asia","Less dev. region","No","No support","1,2,3",3,"2011"
"United Kingdom",826,"Europe","More dev. region","No","Direct support","1,2,3,5,6",5,"2011"
"United Republic of Tanzania",834,"Africa","Less dev. region","Yes","Direct support","1,2,3",3,"2011"
"United States of America",840,"Northern America","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2011"
"Uruguay",858,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,3,4",4,"2011"
"Uzbekistan",860,"Asia","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2011"
"Vanuatu",548,"Oceania","Less dev. region","Yes","Direct support","1,2,3",3,"2011"
"Venezuela (Bolivarian Republic of)",862,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1",1,"2011"
"Viet Nam",704,"Asia","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2011"
"Yemen",887,"Asia","Less dev. region","Yes","Direct support","1",1,"2011"
"Zambia",894,"Africa","Less dev. region","Yes","Direct support","1,2,3,5,6",5,"2011"
"Zimbabwe",716,"Africa","Less dev. region","No","Direct support","1,2,4,5",4,"2011"
