"country_name","country_code","region","development_level","least_developed_country","government_support","grounds","flexibility_score","year"
"Croatia",191,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"1996"
"Cuba",192,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"1996"
"Cyprus",196,"Asia","Less dev. region","No","Indirect support","1,2,3,4,5",5,"1996"
"Czech Republic",203,"Europe","More dev. region","No","Indirect support","1,2,3,4,5,6,7",7,"1996"
"Democratic People's Republic of Korea",408,"Asia","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"1996"
"Democratic Republic of the Congo",180,"Africa","Less dev. region","Yes","Direct support","1",1,"1996"
"Denmark",208,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"1996"
"Djibouti",262,"Africa","Less dev. region","Yes","No support","1",1,"1996"
"Dominica",212,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1",1,"1996"
"Dominican Republic",214,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1",1,"1996"
"Ecuador",218,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,4",3,"1996"
"Egypt",818,"Africa","Less dev. region","No","Direct support","1",1,"1996"
"El Salvador",222,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","Not permitted",0,"1996"
"Equatorial Guinea",226,"Africa","Less dev. region","Yes","No support","1",1,"1996"
"Eritrea",232,"Africa","Less dev. region","Yes","No data available","1,2,3",3,"1996"
"Estonia",233,"Europe","More dev. region","No","No support","1,2,3,4,5,6,7",7,"1996"
"Ethiopia",231,"Africa","Less dev. region","Yes","Direct support","1,2",2,"1996"
"Fiji",242,"Oceania","Less dev. region","No","Direct support","1,2,3",3,"1996"
"Finland",246,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6",6,"1996"
"France",250,"Europe","More dev. region","No","No support","1,2,3,4,5,6,7",7,"1996"
"Gabon",266,"Africa","Less dev. region","No","No support","1",1,"1996"
"Gambia",270,"Africa","Less dev. region","Yes","Direct support","1,2,3",3,"1996"
"Georgia",268,"Asia","Less dev. region","No","No support","1,2,3,4,5,6,7",7,"1996"
"Germany",276,"Europe","More dev. region","No","No support","1,2,3,4,5,6,7",7,"1996"
"Ghana",288,"Africa","Less dev. region","No","Direct support","1,2,3,4,5",5,"1996"
"Greece",300,"Europe","More dev. region","No","No support","1,2,3,4,5,6,7",7,"1996"
"Grenada",308,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,3",3,"1996"
"Guatemala",320,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1",1,"1996"
"Guinea",324,"Africa","Less dev. region","Yes","Direct support","1,2,3",3,"1996"
"Guinea-Bissau",624,"Africa","Less dev. region","Yes","Direct support","1",1,"1996"
"Guyana",328,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"1996"
"Haiti",332,"Latin Amer. & Caribbean","Less dev. region","Yes","Direct support","1",1,"1996"
"Holy See",336,"Europe","More dev. region","No","Limits","Not permitted",0,"1996"
"Honduras",340,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1",1,"1996"
"Hungary",348,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"1996"
"Iceland",352,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6",6,"1996"
"India",356,"Asia","Less dev. region","No","Direct support","1,2,3,4,5,6",6,"1996"
"Indonesia",360,"Asia","Less dev. region","No","Direct support","1",1,"1996"
"Iran (Islamic Republic of)",364,"Asia","Less dev. region","No","Direct support","1",1,"1996"
"Iraq",368,"Asia","Less dev. region","No","No support","1,2,3,4,5",5,"1996"
"Ireland",372,"Europe","More dev. region","No","Direct support","1",1,"1996"
"Israel",376,"Asia","Less dev. region","No","Direct support","1,2,3,4,5",5,"1996"
"Italy",380,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6",6,"1996"
"Jamaica",388,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,3",3,"1996"
"Japan",392,"Asia","More dev. region","No","Direct support","1,2,3,4,6",5,"1996"
"Jordan",400,"Asia","Less dev. region","No","Direct support","1,2,3",3,"1996"
"Kazakhstan",398,"Asia","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"1996"
"Kenya",404,"Africa","Less dev. region","No","Direct support","1",1,"1996"
"Kiribati",296,"Oceania","Less dev. region","Yes","Direct support","1",1,"1996"
"Kuwait",414,"Asia","Less dev. region","No","No support","1,2,3,5",4,"1996"
"Kyrgyzstan",417,"Asia","Less dev. region","No","No data available","1,2,3,4,5,6,7",7,"1996"
"Lao People's Democratic Republic",418,"Asia","Less dev. region","Yes","No support","1",1,"1996"
"Latvia",428,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"1996"
"Lebanon",422,"Asia","Less dev. region","No","Indirect support","1",1,"1996"
"Lesotho",426,"Africa","Less dev. region","Yes","Direct support","1",1,"1996"
"Liberia",430,"Africa","Less dev. region","Yes","Direct support","1,2,3,4,5",5,"1996"
"Libya",434,"Africa","Less dev. region","No","No support","1",1,"1996"
"Liechtenstein",438,"Europe","More dev. region","No","No support","1,2,3",3,"1996"
"Lithuania",440,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"1996"
"Luxembourg",442,"Europe","More dev. region","No","Indirect support","1,2,3,4,5,6",6,"1996"
"Madagascar",450,"Africa","Less dev. region","Yes","Direct support","1",1,"1996"
"Malawi",454,"Africa","Less dev. region","Yes","Direct support","1",1,"1996"
"Malaysia",458,"Asia","Less dev. region","No","Direct support","1,2,3",3,"1996"
"Maldives",462,"Asia","Less dev. region","No","Direct support","1,2",2,"1996"
"Mali",466,"Africa","Less dev. region","Yes","Direct support","1",1,"1996"
"Malta",470,"Europe","More dev. region","No","No support","Not permitted",0,"1996"
"Marshall Islands",584,"Oceania","Less dev. region","No","Direct support","1",1,"1996"
"Mauritania",478,"Africa","Less dev. region","Yes","Direct support","1",1,"1996"
"Mauritius",480,"Africa","Less dev. region","No","Direct support","1",1,"1996"
"Mexico",484,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,4",2,"1996"
"Micronesia (Federated States of)",583,"Oceania","Less dev. region","No","Direct support","No data available",NA,"1996"
"Monaco",492,"Europe","More dev. region","No","No support","1",1,"1996"
"Mongolia",496,"Asia","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"1996"
"Morocco",504,"Africa","Less dev. region","No","Direct support","1,2",2,"1996"
"Mozambique",508,"Africa","Less dev. region","Yes","Direct support","1",1,"1996"
"Myanmar",104,"Asia","Less dev. region","Yes","Direct support","1",1,"1996"
"Namibia",516,"Africa","Less dev. region","No","Direct support","1,2,3,4,5",5,"1996"
"Nauru",520,"Oceania","Less dev. region","No","Direct support","1,2,3",3,"1996"
"Nepal",524,"Asia","Less dev. region","Yes","Direct support","1",1,"1996"
"Netherlands",528,"Europe","More dev. region","No","Indirect support","1,2,3,4,5,6,7",7,"1996"
"New Zealand",554,"Oceania","More dev. region","No","Direct support","1,2,3,4,5",5,"1996"
"Nicaragua",558,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1",1,"1996"
"Niger",562,"Africa","Less dev. region","Yes","Direct support","1",1,"1996"
"Nigeria",566,"Africa","Less dev. region","No","Direct support","1",1,"1996"
"Niue",570,"Oceania","Less dev. region","No","No data available","1,2,3",3,"1996"
"Norway",578,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"1996"
"Oman",512,"Asia","Less dev. region","No","No support","1",1,"1996"
"Pakistan",586,"Asia","Less dev. region","No","Direct support","1,2,3",3,"1996"
"Palau",585,"Oceania","Less dev. region","No","No data available","1",1,"1996"
"Panama",591,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,4,5",3,"1996"
"Papua New Guinea",598,"Oceania","Less dev. region","No","Direct support","1,2,3",3,"1996"
"Paraguay",600,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1",1,"1996"
"Peru",604,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2",2,"1996"
"Philippines",608,"Asia","Less dev. region","No","Direct support","1",1,"1996"
"Poland",616,"Europe","More dev. region","No","Direct support","1,2,4,5",4,"1996"
"Portugal",620,"Europe","More dev. region","No","Direct support","1,2,3,4,5",5,"1996"
"Qatar",634,"Asia","Less dev. region","No","No support","1,2,5",3,"1996"
"Republic of Korea",410,"Asia","Less dev. region","No","Direct support","1,2,3,4,5",5,"1996"
"Republic of Moldova",498,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"1996"
"Romania",642,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"1996"
"Russian Federation",643,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"1996"
"Rwanda",646,"Africa","Less dev. region","Yes","Direct support","1,2",2,"1996"
"Saint Kitts and Nevis",659,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,3",3,"1996"
"Saint Lucia",662,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,3",3,"1996"
"Saint Vincent and the Grenadines",670,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,3,4,5",5,"1996"
"Samoa",882,"Oceania","Less dev. region","Yes","Direct support","1,2,3",3,"1996"
"San Marino",674,"Europe","More dev. region","No","No support","1",1,"1996"
"Sao Tome and Principe",678,"Africa","Less dev. region","Yes","Direct support","1",1,"1996"
"Saudi Arabia",682,"Asia","Less dev. region","No","Limits","1,2",2,"1996"
"Senegal",686,"Africa","Less dev. region","Yes","Direct support","1",1,"1996"
"Serbia and Montenegro",891,"Europe","More dev. region","No","Indirect support","1,2,3,4,5,6,7",7,"1996"
"Seychelles",690,"Africa","Less dev. region","No","Direct support","1,2,3,4,5",5,"1996"
"Sierra Leone",694,"Africa","Less dev. region","Yes","Indirect support","1,2,3",3,"1996"
"Singapore",702,"Asia","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"1996"
"Slovakia",703,"Europe","More dev. region","No","No support","1,2,3,4,5,6,7",7,"1996"
"Slovenia",705,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"1996"
"Solomon Islands",90,"Oceania","Less dev. region","Yes","Direct support","1",1,"1996"
"Somalia",706,"Africa","Less dev. region","Yes","Indirect support","1",1,"1996"
"South Africa",710,"Africa","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"1996"
"Spain",724,"Europe","More dev. region","No","Direct support","1,2,3,4,5",5,"1996"
"Sri Lanka",144,"Asia","Less dev. region","No","Direct support","1",1,"1996"
"Sudan (including South Sudan)",736,"Africa","Less dev. region","No","Direct support","1,4",2,"1996"
"Suriname",740,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1",1,"1996"
"Swaziland",748,"Africa","Less dev. region","No","Direct support","1",1,"1996"
"Sweden",752,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"1996"
"Switzerland",756,"Europe","More dev. region","No","No support","1,2,3",3,"1996"
"Syrian Arab Republic",760,"Asia","Less dev. region","No","Direct support","1",1,"1996"
"Tajikistan",762,"Asia","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"1996"
"Thailand",764,"Asia","Less dev. region","No","Direct support","1,2,4,5",4,"1996"
"The former Yugoslav Rep. of Macedonia",807,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"1996"
"Togo",768,"Africa","Less dev. region","Yes","Direct support","1",1,"1996"
"Tonga",776,"Oceania","Less dev. region","No","Direct support","1",1,"1996"
"Trinidad and Tobago",780,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,3",3,"1996"
"Tunisia",788,"Africa","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"1996"
"Turkey",792,"Asia","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"1996"
"Turkmenistan",795,"Asia","Less dev. region","No","No support","1,2,3,4,5,6,7",7,"1996"
"Tuvalu",798,"Oceania","Less dev. region","Yes","Direct support","1",1,"1996"
"Uganda",800,"Africa","Less dev. region","Yes","Direct support","1,2,3",3,"1996"
"Ukraine",804,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"1996"
"United Arab Emirates",784,"Asia","Less dev. region","No","No support","1",1,"1996"
"United Kingdom",826,"Europe","More dev. region","No","Direct support","1,2,3,5,6",5,"1996"
"United Republic of Tanzania",834,"Africa","Less dev. region","Yes","Direct support","1,2,3",3,"1996"
"United States of America",840,"Northern America","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"1996"
"Uruguay",858,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2",2,"1996"
"Uzbekistan",860,"Asia","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"1996"
"Vanuatu",548,"Oceania","Less dev. region","Yes","Direct support","1,2",2,"1996"
"Venezuela (Bolivarian Republic of)",862,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1",1,"1996"
"Viet Nam",704,"Asia","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"1996"
"Yemen",887,"Asia","Less dev. region","Yes","Direct support","1",1,"1996"
"Zambia",894,"Africa","Less dev. region","Yes","Direct support","1,2,3,5,6",5,"1996"
"Zimbabwe",716,"Africa","Less dev. region","No","Direct support","1,2,4,5",4,"1996"
