"country_name","country_code","region","development_level","least_developed_country","government_support","grounds","flexibility_score","year"
"El Salvador",222,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","Not permitted",0,"2015"
"Equatorial Guinea",226,"Africa","Less dev. region","Yes","Direct support","1,2,3",3,"2015"
"Eritrea",232,"Africa","Less dev. region","Yes","Direct support","1,2,3,4,5",5,"2015"
"Estonia",233,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2015"
"Ethiopia",231,"Africa","Less dev. region","Yes","Direct support","1,2,3,4,5",5,"2015"
"Fiji",242,"Oceania","Less dev. region","No","Direct support","1,2,3,4,5,6",6,"2015"
"Finland",246,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6",6,"2015"
"France",250,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2015"
"Gabon",266,"Africa","Less dev. region","No","Direct support","1",1,"2015"
"Gambia",270,"Africa","Less dev. region","Yes","Direct support","1,2,3",3,"2015"
"Georgia",268,"Asia","Less dev. region","No","Indirect support","1,2,3,4,5,6,7",7,"2015"
"Germany",276,"Europe","More dev. region","No","No support","1,2,3,4,5,6,7",7,"2015"
"Ghana",288,"Africa","Less dev. region","No","Direct support","1,2,3,4,5",5,"2015"
"Greece",300,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2015"
"Grenada",308,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,3",3,"2015"
"Guatemala",320,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1",1,"2015"
"Guinea",324,"Africa","Less dev. region","Yes","Direct support","1,2,3,4,5",5,"2015"
"Guinea-Bissau",624,"Africa","Less dev. region","Yes","Direct support","1",1,"2015"
"Guyana",328,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2015"
"Haiti",332,"Latin Amer. & Caribbean","Less dev. region","Yes","Direct support","1",1,"2015"
"Holy See",336,"Europe","More dev. region","No","Not permitted","Not permitted",0,"2015"
"Honduras",340,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1",1,"2015"
"Hungary",348,"Europe","More dev. region","No","Indirect support","1,2,3,4,5,6,7",7,"2015"
"Iceland",352,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6",6,"2015"
"India",356,"Asia","Less dev. region","No","Direct support","1,2,3,4,5,6",6,"2015"
"Indonesia",360,"Asia","Less dev. region","No","Direct support","1,4,5",3,"2015"
"Iran (Islamic Republic of)",364,"Asia","Less dev. region","No","No support","1,5",2,"2015"
"Iraq",368,"Asia","Less dev. region","No","Direct support","1",1,"2015"
"Ireland",372,"Europe","More dev. region","No","Direct support","1",1,"2015"
"Israel",376,"Asia","Less dev. region","No","Indirect support","1,2,3,4,5",5,"2015"
"Italy",380,"Europe","More dev. region","No","Indirect support","1,2,3,4,5,6,7",7,"2015"
"Jamaica",388,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,3",3,"2015"
"Japan",392,"Asia","More dev. region","No","Indirect support","1,2,4,6",4,"2015"
"Jordan",400,"Asia","Less dev. region","No","Direct support","1,2,3,4,5",5,"2015"
"Kazakhstan",398,"Asia","Less dev. region","No","Indirect support","1,2,3,4,5,6,7",7,"2015"
"Kenya",404,"Africa","Less dev. region","No","Direct support","1,2,3",3,"2015"
"Kiribati",296,"Oceania","Less dev. region","Yes","Direct support","1",1,"2015"
"Kuwait",414,"Asia","Less dev. region","No","Direct support","1,2,3,5",4,"2015"
"Kyrgyzstan",417,"Asia","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2015"
"Lao People's Democratic Republic",418,"Asia","Less dev. region","Yes","Direct support","1,2",2,"2015"
"Latvia",428,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2015"
"Lebanon",422,"Asia","Less dev. region","No","Direct support","1",1,"2015"
"Lesotho",426,"Africa","Less dev. region","Yes","Direct support","1",1,"2015"
"Liberia",430,"Africa","Less dev. region","Yes","Direct support","1,2,3,4,5",5,"2015"
"Libya",434,"Africa","Less dev. region","No","No support","1",1,"2015"
"Liechtenstein",438,"Europe","More dev. region","No","No support","1,2,3",3,"2015"
"Lithuania",440,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2015"
"Luxembourg",442,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6",6,"2015"
"Madagascar",450,"Africa","Less dev. region","Yes","Direct support","1",1,"2015"
"Malawi",454,"Africa","Less dev. region","Yes","Direct support","1",1,"2015"
"Malaysia",458,"Asia","Less dev. region","No","Direct support","1,2,3",3,"2015"
"Maldives",462,"Asia","Less dev. region","No","Direct support","1,4,5",3,"2015"
"Mali",466,"Africa","Less dev. region","Yes","Direct support","1,4",2,"2015"
"Malta",470,"Europe","More dev. region","No","Direct support","Not permitted",0,"2015"
"Marshall Islands",584,"Oceania","Less dev. region","No","Direct support","1",1,"2015"
"Mauritania",478,"Africa","Less dev. region","Yes","Direct support","1",1,"2015"
"Mauritius",480,"Africa","Less dev. region","No","Direct support","1,2,3,4,5",5,"2015"
"Mexico",484,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2015"
"Micronesia (Federated States of)",583,"Oceania","Less dev. region","No","Direct support","1",1,"2015"
"Monaco",492,"Europe","More dev. region","No","No support","1,4,5",3,"2015"
"Mongolia",496,"Asia","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2015"
"Montenegro",499,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2015"
"Morocco",504,"Africa","Less dev. region","No","Direct support","1,2,3",3,"2015"
"Mozambique",508,"Africa","Less dev. region","Yes","Direct support","1,2,3,4,5",5,"2015"
"Myanmar",104,"Asia","Less dev. region","Yes","Direct support","1",1,"2015"
"Namibia",516,"Africa","Less dev. region","No","Direct support","1,2,3,4,5",5,"2015"
"Nauru",520,"Oceania","Less dev. region","No","Direct support","1,2,3",3,"2015"
"Nepal",524,"Asia","Less dev. region","Yes","Direct support","1,2,3,4,5,6,7",7,"2015"
"Netherlands",528,"Europe","More dev. region","No","Indirect support","1,2,3,4,5,6,7",7,"2015"
"New Zealand",554,"Oceania","More dev. region","No","Direct support","1,2,3,4,5",5,"2015"
"Nicaragua",558,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","Not permitted",0,"2015"
"Niger",562,"Africa","Less dev. region","Yes","Direct support","1,2,3,5",4,"2015"
"Nigeria",566,"Africa","Less dev. region","No","Direct support","1,2,3",3,"2015"
"Niue",570,"Oceania","Less dev. region","No","Direct support","1,2,3",3,"2015"
"Norway",578,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2015"
"Oman",512,"Asia","Less dev. region","No","Direct support","1,5",2,"2015"
"Pakistan",586,"Asia","Less dev. region","No","Direct support","1,2,3",3,"2015"
"Palau",585,"Oceania","Less dev. region","No","Direct support","1",1,"2015"
"Panama",591,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,4,5",3,"2015"
"Papua New Guinea",598,"Oceania","Less dev. region","No","Direct support","1",1,"2015"
"Paraguay",600,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1",1,"2015"
"Peru",604,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,3",3,"2015"
"Philippines",608,"Asia","Less dev. region","No","Direct support","1",1,"2015"
"Poland",616,"Europe","More dev. region","No","No support","1,2,3,4,5",5,"2015"
"Portugal",620,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2015"
"Qatar",634,"Asia","Less dev. region","No","Direct support","1,2,3,5",4,"2015"
"Republic of Korea",410,"Asia","Less dev. region","No","Direct support","1,2,3,4,5",5,"2015"
"Republic of Moldova",498,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2015"
"Romania",642,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2015"
"Russian Federation",643,"Europe","More dev. region","No","Indirect support","1,2,3,4,5,6,7",7,"2015"
"Rwanda",646,"Africa","Less dev. region","Yes","Direct support","1,2,3,4,5",5,"2015"
"Saint Kitts and Nevis",659,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,3,4",4,"2015"
"Saint Lucia",662,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,3,4",4,"2015"
"Saint Vincent and the Grenadines",670,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,3,4,5,6",6,"2015"
"Samoa",882,"Oceania","Less dev. region","No","Direct support","1,2,3",3,"2015"
"San Marino",674,"Europe","More dev. region","No","No support","1",1,"2015"
"Sao Tome and Principe",678,"Africa","Less dev. region","Yes","Direct support","1",1,"2015"
"Saudi Arabia",682,"Asia","Less dev. region","No","No support","1,2,3",3,"2015"
"Senegal",686,"Africa","Less dev. region","Yes","Direct support","1",1,"2015"
"Serbia",688,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2015"
"Seychelles",690,"Africa","Less dev. region","No","Direct support","1,2,3,4,5",5,"2015"
"Sierra Leone",694,"Africa","Less dev. region","Yes","Direct support","1,2,3",3,"2015"
"Singapore",702,"Asia","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2015"
"Slovakia",703,"Europe","More dev. region","No","No support","1,2,3,4,5,6,7",7,"2015"
"Slovenia",705,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2015"
"Solomon Islands",90,"Oceania","Less dev. region","Yes","Direct support","1",1,"2015"
"Somalia",706,"Africa","Less dev. region","Yes","Direct support","1",1,"2015"
"South Africa",710,"Africa","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2015"
"South Sudan",728,"Africa","Less dev. region","Yes","Direct support","1",1,"2015"
"Spain",724,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2015"
"Sri Lanka",144,"Asia","Less dev. region","No","Direct support","1",1,"2015"
"State of Palestine",275,"Asia","Less dev. region","No","Direct support","1",1,"2015"
"Sudan",729,"Africa","Less dev. region","Yes","Direct support","1,4",2,"2015"
"Suriname",740,"Latin Amer. & Caribbean","Less dev. region","No","Indirect support","1",1,"2015"
"Swaziland",748,"Africa","Less dev. region","No","Direct support","1,2,3,5",4,"2015"
"Sweden",752,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2015"
"Switzerland",756,"Europe","More dev. region","No","No support","1,2,3,4,5,6,7",7,"2015"
"Syrian Arab Republic",760,"Asia","Less dev. region","No","Direct support","1",1,"2015"
"Tajikistan",762,"Asia","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2015"
"Thailand",764,"Asia","Less dev. region","No","Direct support","1,2,3,4,5",5,"2015"
"The former Yugoslav Rep. of Macedonia",807,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2015"
"Timor-Leste",626,"Asia","Less dev. region","Yes","Direct support","1",1,"2015"
"Togo",768,"Africa","Less dev. region","Yes","Direct support","1,2,3,4,5",5,"2015"
"Tonga",776,"Oceania","Less dev. region","No","Direct support","1",1,"2015"
"Trinidad and Tobago",780,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,3",3,"2015"
"Tunisia",788,"Africa","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2015"
"Turkey",792,"Asia","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2015"
"Turkmenistan",795,"Asia","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2015"
"Tuvalu",798,"Oceania","Less dev. region","Yes","Direct support","1",1,"2015"
"Uganda",800,"Africa","Less dev. region","Yes","Direct support","1,2,3,4,5",5,"2015"
"Ukraine",804,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2015"
"United Arab Emirates",784,"Asia","Less dev. region","No","No support","1,2,3,5",4,"2015"
"United Kingdom",826,"Europe","More dev. region","No","Direct support","1,2,3,5,6",5,"2015"
"United Republic of Tanzania",834,"Africa","Less dev. region","Yes","Direct support","1,2,3",3,"2015"
"United States of America",840,"Northern America","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2015"
"Uruguay",858,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2015"
"Uzbekistan",860,"Asia","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2015"
"Vanuatu",548,"Oceania","Less dev. region","Yes","Direct support","1,2,3",3,"2015"
"Venezuela (Bolivarian Republic of)",862,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1",1,"2015"
"Viet Nam",704,"Asia","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2015"
"Yemen",887,"Asia","Less dev. region","Yes","Direct support","1",1,"2015"
"Zambia",894,"Africa","Less dev. region","Yes","Direct support","1,2,3,5,6",5,"2015"
"Zimbabwe",716,"Africa","Less dev. region","No","Direct support","1,2,4,5",4,"2015"
