"country_name","country_code","region","development_level","least_developed_country","government_support","grounds","flexibility_score","year"
"Bosnia and Herzegovina",70,"Europe","More dev. region","No","Indirect support","1,2,3,4,5,6,7",7,"2009"
"Botswana",72,"Africa","Less dev. region","No","Direct support","1,2,3,4,5",5,"2009"
"Brazil",76,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,4",2,"2009"
"Brunei Darussalam",96,"Asia","Less dev. region","No","No support","1",1,"2009"
"Bulgaria",100,"Europe","More dev. region","No","Indirect support","1,2,3,4,5,6,7",7,"2009"
"Burkina Faso",854,"Africa","Less dev. region","Yes","Direct support","1,2,3,4,5",5,"2009"
"Burundi",108,"Africa","Less dev. region","Yes","Direct support","1,2,3",3,"2009"
"Cabo Verde",132,"Africa","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2009"
"Cambodia",116,"Asia","Less dev. region","Yes","Direct support","1,2,3,4,5,6,7",7,"2009"
"Cameroon",120,"Africa","Less dev. region","No","Direct support","1,2,3,4",4,"2009"
"Canada",124,"Northern America","More dev. region","No","Indirect support","1,2,3,4,5,6,7",7,"2009"
"Central African Republic",140,"Africa","Less dev. region","Yes","Indirect support","1",1,"2009"
"Chad",148,"Africa","Less dev. region","Yes","Direct support","1,2,5",3,"2009"
"Chile",152,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","Not permitted",0,"2009"
"China",156,"Asia","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2009"
"Colombia",170,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,3,4,5",5,"2009"
"Comoros",174,"Africa","Less dev. region","Yes","Direct support","1,2,3",3,"2009"
"Congo",178,"Africa","Less dev. region","No","Direct support","1",1,"2009"
"Cook Islands",184,"Oceania","Less dev. region","No","Direct support","1,2,3,4",4,"2009"
"Costa Rica",188,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,3",3,"2009"
"Côte d'Ivoire",384,"Africa","Less dev. region","No","Direct support","1",1,"2009"
"Croatia",191,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2009"
"Cuba",192,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2009"
"Cyprus",196,"Asia","Less dev. region","No","Direct support","1,2,3,4,5",5,"2009"
"Czech Republic",203,"Europe","More dev. region","No","Indirect support","1,2,3,4,5,6,7",7,"2009"
"Democratic People's Republic of Korea",408,"Asia","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2009"
"Democratic Republic of the Congo",180,"Africa","Less dev. region","Yes","Direct support","1",1,"2009"
"Denmark",208,"Europe","More dev. region","No","Indirect support","1,2,3,4,5,6,7",7,"2009"
"Djibouti",262,"Africa","Less dev. region","Yes","Direct support","1",1,"2009"
"Dominica",212,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1",1,"2009"
"Dominican Republic",214,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","Not permitted",0,"2009"
"Ecuador",218,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2",2,"2009"
"Egypt",818,"Africa","Less dev. region","No","Direct support","1",1,"2009"
"El Salvador",222,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","Not permitted",0,"2009"
"Equatorial Guinea",226,"Africa","Less dev. region","Yes","Direct support","1,2,3",3,"2009"
"Eritrea",232,"Africa","Less dev. region","Yes","Direct support","1,2,3",3,"2009"
"Estonia",233,"Europe","More dev. region","No","Indirect support","1,2,3,4,5,6,7",7,"2009"
"Ethiopia",231,"Africa","Less dev. region","Yes","Direct support","1,2,3,4,5",5,"2009"
"Fiji",242,"Oceania","Less dev. region","No","Direct support","1,2,3,4,5",5,"2009"
"Finland",246,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6",6,"2009"
"France",250,"Europe","More dev. region","No","Indirect support","1,2,3,4,5,6,7",7,"2009"
"Gabon",266,"Africa","Less dev. region","No","No support","1",1,"2009"
"Gambia",270,"Africa","Less dev. region","Yes","Direct support","1,2,3",3,"2009"
"Georgia",268,"Asia","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2009"
"Germany",276,"Europe","More dev. region","No","No support","1,2,3,4,5,6,7",7,"2009"
"Ghana",288,"Africa","Less dev. region","No","Direct support","1,2,3,4,5",5,"2009"
"Greece",300,"Europe","More dev. region","No","No support","1,2,3,4,5,6,7",7,"2009"
"Grenada",308,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,3",3,"2009"
"Guatemala",320,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1",1,"2009"
"Guinea",324,"Africa","Less dev. region","Yes","Indirect support","1,2,3,4,5",5,"2009"
"Guinea-Bissau",624,"Africa","Less dev. region","Yes","Indirect support","1",1,"2009"
"Guyana",328,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2009"
"Haiti",332,"Latin Amer. & Caribbean","Less dev. region","Yes","Direct support","1",1,"2009"
"Holy See",336,"Europe","More dev. region","No","Limits","Not permitted",0,"2009"
"Honduras",340,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1",1,"2009"
"Hungary",348,"Europe","More dev. region","No","Indirect support","1,2,3,4,5,6,7",7,"2009"
"Iceland",352,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6",6,"2009"
"India",356,"Asia","Less dev. region","No","Direct support","1,2,3,4,5,6",6,"2009"
"Indonesia",360,"Asia","Less dev. region","No","Direct support","1",1,"2009"
"Iran (Islamic Republic of)",364,"Asia","Less dev. region","No","Direct support","1",1,"2009"
"Iraq",368,"Asia","Less dev. region","No","Direct support","1",1,"2009"
"Ireland",372,"Europe","More dev. region","No","Direct support","1",1,"2009"
"Israel",376,"Asia","Less dev. region","No","Indirect support","1,2,3,4,5",5,"2009"
"Italy",380,"Europe","More dev. region","No","Indirect support","1,2,3,4,5,6,7",7,"2009"
"Jamaica",388,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,3",3,"2009"
"Japan",392,"Asia","More dev. region","No","Indirect support","1,2,4,6",4,"2009"
"Jordan",400,"Asia","Less dev. region","No","Direct support","1,2,3,5",4,"2009"
"Kazakhstan",398,"Asia","Less dev. region","No","Indirect support","1,2,3,4,5,6,7",7,"2009"
"Kenya",404,"Africa","Less dev. region","No","Direct support","1,2,3",3,"2009"
"Kiribati",296,"Oceania","Less dev. region","Yes","Direct support","1",1,"2009"
"Kuwait",414,"Asia","Less dev. region","No","Direct support","1,2,3,5",4,"2009"
"Kyrgyzstan",417,"Asia","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2009"
"Lao People's Democratic Republic",418,"Asia","Less dev. region","Yes","Direct support","1,2",2,"2009"
"Latvia",428,"Europe","More dev. region","No","No support","1,2,3,4,5,6,7",7,"2009"
"Lebanon",422,"Asia","Less dev. region","No","Direct support","1",1,"2009"
"Lesotho",426,"Africa","Less dev. region","Yes","Direct support","1",1,"2009"
"Liberia",430,"Africa","Less dev. region","Yes","Direct support","1,2,3,4,5",5,"2009"
"Libya",434,"Africa","Less dev. region","No","No support","1",1,"2009"
"Liechtenstein",438,"Europe","More dev. region","No","No support","1,2,3",3,"2009"
"Lithuania",440,"Europe","More dev. region","No","Indirect support","1,2,3,4,5,6,7",7,"2009"
"Luxembourg",442,"Europe","More dev. region","No","Indirect support","1,2,3,4,5,6",6,"2009"
"Madagascar",450,"Africa","Less dev. region","Yes","Direct support","1",1,"2009"
"Malawi",454,"Africa","Less dev. region","Yes","Direct support","1",1,"2009"
"Malaysia",458,"Asia","Less dev. region","No","Direct support","1,2,3",3,"2009"
"Maldives",462,"Asia","Less dev. region","No","Direct support","1,2",2,"2009"
"Mali",466,"Africa","Less dev. region","Yes","Direct support","1,4",2,"2009"
"Malta",470,"Europe","More dev. region","No","No support","Not permitted",0,"2009"
"Marshall Islands",584,"Oceania","Less dev. region","No","Direct support","1",1,"2009"
"Mauritania",478,"Africa","Less dev. region","Yes","Direct support","1",1,"2009"
"Mauritius",480,"Africa","Less dev. region","No","Direct support","1",1,"2009"
"Mexico",484,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2009"
"Micronesia (Federated States of)",583,"Oceania","Less dev. region","No","Direct support","1",1,"2009"
"Monaco",492,"Europe","More dev. region","No","No support","1",1,"2009"
"Mongolia",496,"Asia","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2009"
"Montenegro",499,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2009"
"Morocco",504,"Africa","Less dev. region","No","Direct support","1,2,3",3,"2009"
"Mozambique",508,"Africa","Less dev. region","Yes","Direct support","1,2,3",3,"2009"
"Myanmar",104,"Asia","Less dev. region","Yes","Direct support","1",1,"2009"
"Namibia",516,"Africa","Less dev. region","No","Direct support","1,2,3,4,5",5,"2009"
"Nauru",520,"Oceania","Less dev. region","No","Direct support","1,2,3",3,"2009"
"Nepal",524,"Asia","Less dev. region","Yes","Direct support","1,2,3,4,5,6,7",7,"2009"
"Netherlands",528,"Europe","More dev. region","No","Indirect support","1,2,3,4,5,6,7",7,"2009"
"New Zealand",554,"Oceania","More dev. region","No","Direct support","1,2,3,4,5",5,"2009"
"Nicaragua",558,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","Not permitted",0,"2009"
"Niger",562,"Africa","Less dev. region","Yes","Direct support","1",1,"2009"
"Nigeria",566,"Africa","Less dev. region","No","Direct support","1,2,3",3,"2009"
"Niue",570,"Oceania","Less dev. region","No","Indirect support","1,2,3",3,"2009"
"Norway",578,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2009"
"Oman",512,"Asia","Less dev. region","No","Direct support","1,5",2,"2009"
"Pakistan",586,"Asia","Less dev. region","No","Direct support","1,2,3",3,"2009"
"Palau",585,"Oceania","Less dev. region","No","Indirect support","1",1,"2009"
"Panama",591,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,4",3,"2009"
"Papua New Guinea",598,"Oceania","Less dev. region","No","Direct support","1,2,3",3,"2009"
"Paraguay",600,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1",1,"2009"
"Peru",604,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,3",3,"2009"
"Philippines",608,"Asia","Less dev. region","No","Direct support","1",1,"2009"
"Poland",616,"Europe","More dev. region","No","No support","1,2,3,4,5",5,"2009"
"Portugal",620,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2009"
"Qatar",634,"Asia","Less dev. region","No","Direct support","1",1,"2009"
"Republic of Korea",410,"Asia","Less dev. region","No","Direct support","1,2,3,4,5",5,"2009"
"Republic of Moldova",498,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2009"
"Romania",642,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2009"
"Russian Federation",643,"Europe","More dev. region","No","Indirect support","1,2,3,4,5,6,7",7,"2009"
"Rwanda",646,"Africa","Less dev. region","Yes","Direct support","1,2,3",3,"2009"
"Saint Kitts and Nevis",659,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,3,4",4,"2009"
"Saint Lucia",662,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,3,4",4,"2009"
"Saint Vincent and the Grenadines",670,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,3,4,5,6",6,"2009"
"Samoa",882,"Oceania","Less dev. region","Yes","Direct support","1,2,3",3,"2009"
"San Marino",674,"Europe","More dev. region","No","No support","1",1,"2009"
"Sao Tome and Principe",678,"Africa","Less dev. region","Yes","Direct support","1",1,"2009"
"Saudi Arabia",682,"Asia","Less dev. region","No","No support","1,2,3",3,"2009"
"Senegal",686,"Africa","Less dev. region","Yes","Direct support","1",1,"2009"
"Serbia",688,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2009"
"Seychelles",690,"Africa","Less dev. region","No","Direct support","1,2,3,4,5",5,"2009"
"Sierra Leone",694,"Africa","Less dev. region","Yes","Direct support","1,2,3",3,"2009"
"Singapore",702,"Asia","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2009"
"Slovakia",703,"Europe","More dev. region","No","No support","1,2,3,4,5,6,7",7,"2009"
"Slovenia",705,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2009"
"Solomon Islands",90,"Oceania","Less dev. region","Yes","Indirect support","1",1,"2009"
"Somalia",706,"Africa","Less dev. region","Yes","Indirect support","1",1,"2009"
"South Africa",710,"Africa","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2009"
"Spain",724,"Europe","More dev. region","No","Indirect support","1,2,3,4,5",5,"2009"
"Sri Lanka",144,"Asia","Less dev. region","No","Direct support","1",1,"2009"
"Sudan (including South Sudan)",736,"Africa","Less dev. region","No","Direct support","1,4",2,"2009"
"Suriname",740,"Latin Amer. & Caribbean","Less dev. region","No","Indirect support","1",1,"2009"
"Swaziland",748,"Africa","Less dev. region","No","Direct support","1,2,3,5",4,"2009"
"Sweden",752,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2009"
"Switzerland",756,"Europe","More dev. region","No","No support","1,2,3,4,5,6,7",7,"2009"
"Syrian Arab Republic",760,"Asia","Less dev. region","No","Direct support","1",1,"2009"
"Tajikistan",762,"Asia","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2009"
"Thailand",764,"Asia","Less dev. region","No","Direct support","1,2,3,4,5",5,"2009"
"The former Yugoslav Rep. of Macedonia",807,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2009"
"Timor-Leste",626,"Asia","Less dev. region","Yes","Direct support","1",1,"2009"
"Togo",768,"Africa","Less dev. region","Yes","Direct support","1,2,4,5",4,"2009"
"Tonga",776,"Oceania","Less dev. region","No","Direct support","1",1,"2009"
"Trinidad and Tobago",780,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,3",3,"2009"
"Tunisia",788,"Africa","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2009"
"Turkey",792,"Asia","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2009"
"Turkmenistan",795,"Asia","Less dev. region","No","Indirect support","1,2,3,4,5,6,7",7,"2009"
"Tuvalu",798,"Oceania","Less dev. region","Yes","Direct support","1",1,"2009"
"Uganda",800,"Africa","Less dev. region","Yes","Direct support","1,2,3",3,"2009"
"Ukraine",804,"Europe","More dev. region","No","Indirect support","1,2,3,4,5,6,7",7,"2009"
"United Arab Emirates",784,"Asia","Less dev. region","No","No support","1",1,"2009"
"United Kingdom",826,"Europe","More dev. region","No","Direct support","1,2,3,5,6",5,"2009"
"United Republic of Tanzania",834,"Africa","Less dev. region","Yes","Direct support","1,2,3",3,"2009"
"United States of America",840,"Northern America","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2009"
"Uruguay",858,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,3,4",4,"2009"
"Uzbekistan",860,"Asia","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2009"
"Vanuatu",548,"Oceania","Less dev. region","Yes","Direct support","1,2,3",3,"2009"
"Venezuela (Bolivarian Republic of)",862,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1",1,"2009"
"Viet Nam",704,"Asia","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2009"
"Yemen",887,"Asia","Less dev. region","Yes","Direct support","1",1,"2009"
"Zambia",894,"Africa","Less dev. region","Yes","Direct support","1,2,3,5,6",5,"2009"
"Zimbabwe",716,"Africa","Less dev. region","No","Direct support","1,2,4,5",4,"2009"
