"country_name","country_code","region","development_level","least_developed_country","government_support","grounds","flexibility_score","year"
"Chile",152,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","Not permitted",0,"2003"
"China",156,"Asia","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2003"
"Colombia",170,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1",1,"2003"
"Comoros",174,"Africa","Less dev. region","Yes","Direct support","1,2,3",3,"2003"
"Congo",178,"Africa","Less dev. region","No","Direct support","1",1,"2003"
"Cook Islands",184,"Oceania","Less dev. region","No","Direct support","1,2,3",3,"2003"
"Costa Rica",188,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,3",3,"2003"
"Côte d'Ivoire",384,"Africa","Less dev. region","No","Direct support","1",1,"2003"
"Croatia",191,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2003"
"Cuba",192,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2003"
"Cyprus",196,"Asia","Less dev. region","No","Indirect support","1,2,3,4,5",5,"2003"
"Czech Republic",203,"Europe","More dev. region","No","Indirect support","1,2,3,4,5,6,7",7,"2003"
"Democratic People's Republic of Korea",408,"Asia","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2003"
"Democratic Republic of the Congo",180,"Africa","Less dev. region","Yes","Direct support","1",1,"2003"
"Denmark",208,"Europe","More dev. region","No","Indirect support","1,2,3,4,5,6,7",7,"2003"
"Djibouti",262,"Africa","Less dev. region","Yes","Direct support","1",1,"2003"
"Dominica",212,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1",1,"2003"
"Dominican Republic",214,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1",1,"2003"
"Ecuador",218,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,3,4",4,"2003"
"Egypt",818,"Africa","Less dev. region","No","Direct support","1",1,"2003"
"El Salvador",222,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","Not permitted",0,"2003"
"Equatorial Guinea",226,"Africa","Less dev. region","Yes","No support","1,2,3",3,"2003"
"Eritrea",232,"Africa","Less dev. region","Yes","Direct support","1,2,3",3,"2003"
"Estonia",233,"Europe","More dev. region","No","Indirect support","1,2,3,4,5,6,7",7,"2003"
"Ethiopia",231,"Africa","Less dev. region","Yes","Direct support","1,2",2,"2003"
"Fiji",242,"Oceania","Less dev. region","No","Direct support","1,2,3,6",4,"2003"
"Finland",246,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6",6,"2003"
"France",250,"Europe","More dev. region","No","Indirect support","1,2,3,4,5,6,7",7,"2003"
"Gabon",266,"Africa","Less dev. region","No","No support","1",1,"2003"
"Gambia",270,"Africa","Less dev. region","Yes","Direct support","1,2,3",3,"2003"
"Georgia",268,"Asia","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2003"
"Germany",276,"Europe","More dev. region","No","No support","1,2,3,4,5,6,7",7,"2003"
"Ghana",288,"Africa","Less dev. region","No","Direct support","1,2,3,4,5",5,"2003"
"Greece",300,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2003"
"Grenada",308,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,3",3,"2003"
"Guatemala",320,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1",1,"2003"
"Guinea",324,"Africa","Less dev. region","Yes","Direct support","1,2,3",3,"2003"
"Guinea-Bissau",624,"Africa","Less dev. region","Yes","Indirect support","1",1,"2003"
"Guyana",328,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2003"
"Haiti",332,"Latin Amer. & Caribbean","Less dev. region","Yes","Direct support","1",1,"2003"
"Holy See",336,"Europe","More dev. region","No","Limits","Not permitted",0,"2003"
"Honduras",340,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1",1,"2003"
"Hungary",348,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2003"
"Iceland",352,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6",6,"2003"
"India",356,"Asia","Less dev. region","No","Direct support","1,2,3,4,5,6",6,"2003"
"Indonesia",360,"Asia","Less dev. region","No","Direct support","1",1,"2003"
"Iran (Islamic Republic of)",364,"Asia","Less dev. region","No","Direct support","1",1,"2003"
"Iraq",368,"Asia","Less dev. region","No","Direct support","1",1,"2003"
"Ireland",372,"Europe","More dev. region","No","Direct support","1",1,"2003"
"Israel",376,"Asia","Less dev. region","No","Indirect support","1,2,3,4,5",5,"2003"
"Italy",380,"Europe","More dev. region","No","Indirect support","1,2,3,4,5,6,7",7,"2003"
"Jamaica",388,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,3",3,"2003"
"Japan",392,"Asia","More dev. region","No","Indirect support","1,2,4,6",4,"2003"
"Jordan",400,"Asia","Less dev. region","No","Direct support","1,2,3",3,"2003"
"Kazakhstan",398,"Asia","Less dev. region","No","Indirect support","1,2,3,4,5,6,7",7,"2003"
"Kenya",404,"Africa","Less dev. region","No","Direct support","1,2,3",3,"2003"
"Kiribati",296,"Oceania","Less dev. region","Yes","Direct support","1",1,"2003"
"Kuwait",414,"Asia","Less dev. region","No","Indirect support","1,2,3,5",4,"2003"
"Kyrgyzstan",417,"Asia","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2003"
"Lao People's Democratic Republic",418,"Asia","Less dev. region","Yes","Direct support","1",1,"2003"
"Latvia",428,"Europe","More dev. region","No","Indirect support","1,2,3,4,5,6,7",7,"2003"
"Lebanon",422,"Asia","Less dev. region","No","Indirect support","1",1,"2003"
"Lesotho",426,"Africa","Less dev. region","Yes","Direct support","1",1,"2003"
"Liberia",430,"Africa","Less dev. region","Yes","Direct support","1,2,3,4,5",5,"2003"
"Libya",434,"Africa","Less dev. region","No","No support","1",1,"2003"
"Liechtenstein",438,"Europe","More dev. region","No","Direct support","1,2,3",3,"2003"
"Lithuania",440,"Europe","More dev. region","No","Indirect support","1,2,3,4,5,6,7",7,"2003"
"Luxembourg",442,"Europe","More dev. region","No","Indirect support","1,2,3,4,5,6",6,"2003"
"Madagascar",450,"Africa","Less dev. region","Yes","Direct support","1",1,"2003"
"Malawi",454,"Africa","Less dev. region","Yes","Direct support","1",1,"2003"
"Malaysia",458,"Asia","Less dev. region","No","Direct support","1,2,3",3,"2003"
"Maldives",462,"Asia","Less dev. region","No","Direct support","1,2",2,"2003"
"Mali",466,"Africa","Less dev. region","Yes","Direct support","1",1,"2003"
"Malta",470,"Europe","More dev. region","No","Indirect support","Not permitted",0,"2003"
"Marshall Islands",584,"Oceania","Less dev. region","No","Direct support","1",1,"2003"
"Mauritania",478,"Africa","Less dev. region","Yes","Direct support","1",1,"2003"
"Mauritius",480,"Africa","Less dev. region","No","Direct support","1",1,"2003"
"Mexico",484,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,4",2,"2003"
"Micronesia (Federated States of)",583,"Oceania","Less dev. region","No","Direct support","1",1,"2003"
"Monaco",492,"Europe","More dev. region","No","No support","1",1,"2003"
"Mongolia",496,"Asia","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2003"
"Morocco",504,"Africa","Less dev. region","No","Direct support","1,2,3",3,"2003"
"Mozambique",508,"Africa","Less dev. region","Yes","Direct support","1,2,3",3,"2003"
"Myanmar",104,"Asia","Less dev. region","Yes","Direct support","1",1,"2003"
"Namibia",516,"Africa","Less dev. region","No","Direct support","1,2,3,4,5",5,"2003"
"Nauru",520,"Oceania","Less dev. region","No","Direct support","1,2,3",3,"2003"
"Nepal",524,"Asia","Less dev. region","Yes","Direct support","1,2,3,4,5,6,7",7,"2003"
"Netherlands",528,"Europe","More dev. region","No","Indirect support","1,2,3,4,5,6,7",7,"2003"
"New Zealand",554,"Oceania","More dev. region","No","Indirect support","1,2,3,4,5",5,"2003"
"Nicaragua",558,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1",1,"2003"
"Niger",562,"Africa","Less dev. region","Yes","Direct support","1",1,"2003"
"Nigeria",566,"Africa","Less dev. region","No","Direct support","1,2,3",3,"2003"
"Niue",570,"Oceania","Less dev. region","No","Indirect support","1,2,3",3,"2003"
"Norway",578,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2003"
"Oman",512,"Asia","Less dev. region","No","No support","1",1,"2003"
"Pakistan",586,"Asia","Less dev. region","No","Direct support","1,2,3",3,"2003"
"Palau",585,"Oceania","Less dev. region","No","Indirect support","1",1,"2003"
"Panama",591,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,3,4",3,"2003"
"Papua New Guinea",598,"Oceania","Less dev. region","No","Direct support","1,2,3",3,"2003"
"Paraguay",600,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1",1,"2003"
"Peru",604,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,3",3,"2003"
"Philippines",608,"Asia","Less dev. region","No","Direct support","1",1,"2003"
"Poland",616,"Europe","More dev. region","No","Direct support","1,2,3,4,5",5,"2003"
"Portugal",620,"Europe","More dev. region","No","Direct support","1,2,3,4,5",5,"2003"
"Qatar",634,"Asia","Less dev. region","No","Direct support","1,2,3,5",4,"2003"
"Republic of Korea",410,"Asia","Less dev. region","No","Direct support","1,2,3,4,5",5,"2003"
"Republic of Moldova",498,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2003"
"Romania",642,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2003"
"Russian Federation",643,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2003"
"Rwanda",646,"Africa","Less dev. region","Yes","Direct support","1,2,3",3,"2003"
"Saint Kitts and Nevis",659,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,3,4",4,"2003"
"Saint Lucia",662,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,3,4",4,"2003"
"Saint Vincent and the Grenadines",670,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,3,4,5,6",6,"2003"
"Samoa",882,"Oceania","Less dev. region","Yes","Direct support","1,2,3",3,"2003"
"San Marino",674,"Europe","More dev. region","No","No support","1",1,"2003"
"Sao Tome and Principe",678,"Africa","Less dev. region","Yes","Direct support","1",1,"2003"
"Saudi Arabia",682,"Asia","Less dev. region","No","Indirect support","1,2,3",3,"2003"
"Senegal",686,"Africa","Less dev. region","Yes","Direct support","1",1,"2003"
"Serbia and Montenegro",891,"Europe","More dev. region","No","Indirect support","1,2,3,4,5,6,7",7,"2003"
"Seychelles",690,"Africa","Less dev. region","No","Direct support","1,2,3,4,5",5,"2003"
"Sierra Leone",694,"Africa","Less dev. region","Yes","Indirect support","1,2,3",3,"2003"
"Singapore",702,"Asia","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2003"
"Slovakia",703,"Europe","More dev. region","No","No support","1,2,3,4,5,6,7",7,"2003"
"Slovenia",705,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2003"
"Solomon Islands",90,"Oceania","Less dev. region","Yes","Direct support","1",1,"2003"
"Somalia",706,"Africa","Less dev. region","Yes","Indirect support","1",1,"2003"
"South Africa",710,"Africa","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2003"
"Spain",724,"Europe","More dev. region","No","Direct support","1,2,3,4,5",5,"2003"
"Sri Lanka",144,"Asia","Less dev. region","No","Direct support","1",1,"2003"
"Sudan (including South Sudan)",736,"Africa","Less dev. region","No","Direct support","1,4",2,"2003"
"Suriname",740,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1",1,"2003"
"Swaziland",748,"Africa","Less dev. region","No","Direct support","1",1,"2003"
"Sweden",752,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2003"
"Switzerland",756,"Europe","More dev. region","No","No support","1,2,3,4,5,6,7",7,"2003"
"Syrian Arab Republic",760,"Asia","Less dev. region","No","Direct support","1",1,"2003"
"Tajikistan",762,"Asia","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2003"
"Thailand",764,"Asia","Less dev. region","No","Direct support","1,2,3,4",4,"2003"
"The former Yugoslav Rep. of Macedonia",807,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2003"
"Timor-Leste",626,"Asia","Less dev. region","Yes","Direct support","No data available",NA,"2003"
"Togo",768,"Africa","Less dev. region","Yes","Direct support","1",1,"2003"
"Tonga",776,"Oceania","Less dev. region","No","Direct support","1",1,"2003"
"Trinidad and Tobago",780,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,3",3,"2003"
"Tunisia",788,"Africa","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2003"
"Turkey",792,"Asia","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2003"
"Turkmenistan",795,"Asia","Less dev. region","No","No support","1,2,3,4,5,6,7",7,"2003"
"Tuvalu",798,"Oceania","Less dev. region","Yes","Direct support","1",1,"2003"
"Uganda",800,"Africa","Less dev. region","Yes","Direct support","1,2,3",3,"2003"
"Ukraine",804,"Europe","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2003"
"United Arab Emirates",784,"Asia","Less dev. region","No","No support","1",1,"2003"
"United Kingdom",826,"Europe","More dev. region","No","Direct support","1,2,3,5,6",5,"2003"
"United Republic of Tanzania",834,"Africa","Less dev. region","Yes","Direct support","1,2,3",3,"2003"
"United States of America",840,"Northern America","More dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2003"
"Uruguay",858,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1,2,3,4",4,"2003"
"Uzbekistan",860,"Asia","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2003"
"Vanuatu",548,"Oceania","Less dev. region","Yes","Direct support","1,2,3",3,"2003"
"Venezuela (Bolivarian Republic of)",862,"Latin Amer. & Caribbean","Less dev. region","No","Direct support","1",1,"2003"
"Viet Nam",704,"Asia","Less dev. region","No","Direct support","1,2,3,4,5,6,7",7,"2003"
"Yemen",887,"Asia","Less dev. region","Yes","Direct support","1",1,"2003"
"Zambia",894,"Africa","Less dev. region","Yes","Direct support","1,2,3,5,6",5,"2003"
"Zimbabwe",716,"Africa","Less dev. region","No","Direct support","1,2,4,5",4,"2003"
